2001	Information 	Unknown 	2022-01-03 08:24:58 	Connection established successfully with database 
2002	Information 	Unknown 	2022-01-06 19:02:49 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:04:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'DELETE FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 19:04:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:04:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:04:58 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 19:04:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:08:36 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'DELETE FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 19:08:36 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:08:36 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:08:36 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 19:08:36 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 19:12:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 19:12:09 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 19:12:09 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 19:12:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:03:43 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 22:03:53 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:03:53 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:03:53 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:03:53 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:03:53 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:03:53 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:03:53 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:03:53 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:04:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:04:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:04:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:04 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:04:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:04:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:04:09 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:09 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:04:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:04:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:04:58 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:58 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:58 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:58 	The 'INSERT INTO printers (id, category, model, functions, image, description, description_ar, warrenty, warrenty_period) VALUES (?,?,?,?,?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:04:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:04:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:04:58 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:04:58 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:04:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:05:20 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:05:20 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:05:20 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:05:20 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:05:44 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:05:44 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:05:44 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:05:44 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:05:44 	The 'INSERT INTO printers (id, category, model, functions, image, description, description_ar, warrenty, warrenty_period) VALUES (?,?,?,?,?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:05:44 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:05:44 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:05:44 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:05:44 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:05:44 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:08:12 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'DELETE FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:08:12 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:08:12 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:12 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:08:12 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:08:30 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'DELETE FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'UPDATE printers SET id = ? WHERE model = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:08:30 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:08:30 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:08:30 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:08:30 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:20:44 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:20:44 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:20:44 	The 'SELECT id, user, type FROM users WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:20:44 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 22:22:10 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 22:22:10 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 22:22:10 	The 'SELECT id, user, type FROM users' query executed successfully 
2002	Information 	Unknown 	2022-01-06 22:22:10 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:23:55 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:23:55 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:23:55 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:23:55 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:23:55 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:24:01 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:24:01 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:24:01 	The 'SELECT id, user, type FROM users' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:24:01 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:24:10 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:24:10 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:24:10 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:24:10 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:25:44 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:25:44 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:25:44 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:25:44 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:25:49 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:25:49 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:25:49 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:25:49 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:25:54 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:25:54 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:25:54 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:25:54 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:26:02 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:26:02 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 23:26:02 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:26:02 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:26:08 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:26:08 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:26:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:27:44 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:27:44 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:27:44 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:27:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:27:58 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:27:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:27:58 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 23:33:14 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:33:14 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:33:14 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:33:20 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:33:20 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 23:33:20 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 23:33:20 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 23:36:36 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 23:36:36 	The 'SELECT user FROM users WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-01-07 01:03:35 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:03:35 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:35 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:35 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:03:35 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:03:59 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:03:59 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:03:59 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:03:59 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:03:59 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:03 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:04:03 	The 'SELECT id, user, type FROM users' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:12 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:12 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:04:12 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:12 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:18 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:18 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:04:18 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:18 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:22 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:22 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:04:22 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:22 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:26 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:04:26 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:30 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:30 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:04:30 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:30 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:35 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:35 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:35 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:04:45 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:04:45 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:04:46 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:05:18 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:05:18 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:05:18 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:05:18 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:05:18 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:05:18 	The 'SELECT user FROM users WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-01-07 01:09:18 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:09:18 	The 'SELECT user FROM users WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-01-07 01:09:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:09:42 	The 'UPDATE users SET pass = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:09:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:09:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:09:42 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:09:42 	The 'SELECT id, user, type FROM users' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:09:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:11:05 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:11:05 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:11:05 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:11:05 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:11:05 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:11:05 	The 'SELECT user FROM users WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-01-07 01:11:15 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:11:15 	The 'SELECT user FROM users WHERE id = ?' query executed successfully 
2001	Information 	Unknown 	2022-01-07 01:12:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:12:42 	The 'UPDATE users SET pass = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:12:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:12:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:12:42 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:12:42 	The 'SELECT id, user, type FROM users' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:12:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 01:13:31 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 01:13:31 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 01:13:31 	The 'SELECT id, user, type FROM users WHERE id>0' query executed successfully 
2002	Information 	Unknown 	2022-01-07 01:13:31 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 02:54:43 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-07 02:58:34 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-07 02:58:34 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 02:58:34 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 02:58:34 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-07 02:58:34 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 02:59:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 02:59:03 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 02:59:03 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-07 02:59:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 03:00:51 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 03:00:51 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 03:00:51 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-07 03:00:51 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 03:03:41 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-07 03:03:41 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-07 03:03:41 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-07 03:03:41 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-07 03:03:52 	Connection established successfully with database 
